content,score,source,app,clean_review,sentiment_score,sentiment_label,cluster
"It’s just waste of time. I had missed many classes because of this software.

I had invested 15,000 rupees but all get wasted because of this software don’t even download this it has many issue unacademy is better than vedantu.",1,AppStore,Vedantu,its just waste of time i had missed many classes because of this softwarei had invested  rupees but all get wasted because of this software dont even download this it has many issue unacademy is better than vedantu,-0.4497,Negative,2
I am very disappointed by the IOS version of this app as I am not able to attend live classes through my phone . Please fix this error,5,AppStore,Vedantu,i am very disappointed by the ios version of this app as i am not able to attend live classes through my phone  please fix this error,-0.5849,Negative,4
"I am Sangini Singh, I am facing some severe technical problems whenever I try to attend a class every time I am not able to hear the the voice of the tutor.",2,AppStore,Vedantu,i am sangini singh i am facing some severe technical problems whenever i try to attend a class every time i am not able to hear the the voice of the tutor,-0.6486,Negative,2
Their is a tab where you can see your asked doubts but you can’t ask any doubt. Their is no option to ask a doubt in ios. Literally no common sense.,1,AppStore,Vedantu,their is a tab where you can see your asked doubts but you cant ask any doubt their is no option to ask a doubt in ios literally no common sense,-0.2192,Negative,4
This app is not supported on many devices my phone doesn’t even load the app,1,AppStore,Vedantu,this app is not supported on many devices my phone doesnt even load the app,-0.2411,Negative,2
I having problem in joining online class after enrolling into a course.My device is iPad 7th generation.it is show that “well this is embarrassing but there seems to be glitch”. Fix it soon,2,AppStore,Vedantu,i having problem in joining online class after enrolling into a coursemy device is ipad th generationit is show that well this is embarrassing but there seems to be glitch fix it soon,-0.2732,Negative,2
"The app mostly deals only with Hindi and who does not know hindi don’t waste ur time and money with this app 
Worst educational app ever seen",1,AppStore,Vedantu,the app mostly deals only with hindi and who does not know hindi dont waste ur time and money with this app worst educational app ever seen,-0.4153,Negative,3
I bought one micro course but I am not able to watch it ! Worst app,1,AppStore,Vedantu,i bought one micro course but i am not able to watch it  worst app,-0.7684,Negative,3
KBC registration form is not submitting plz check,1,AppStore,Vedantu,kbc registration form is not submitting plz check,-0.0572,Negative,2
I tried lot of times but there was no option of kbc vquiz,1,AppStore,Vedantu,i tried lot of times but there was no option of kbc vquiz,-0.4215,Negative,4
"It’s a waste of time if you asked me, while learning I couldn’t even hear one class and the teachers often say to refresh and it’s still not working after refreshing for the Billionth time!!",3,AppStore,Vedantu,its a waste of time if you asked me while learning i couldnt even hear one class and the teachers often say to refresh and its still not working after refreshing for the billionth time,-0.4215,Negative,2
Plz check my problem,4,AppStore,Vedantu,plz check my problem,-0.34,Negative,2
It is not opening only please fix it,1,AppStore,Vedantu,it is not opening only please fix it,-0.2411,Negative,2
I wil give negative feedback if it is possible for me it is unable to open,1,AppStore,Vedantu,i wil give negative feedback if it is possible for me it is unable to open,-0.5719,Negative,2
I am unable to access my crash course on the app.,3,AppStore,Vedantu,i am unable to access my crash course on the app,-0.4019,Negative,2
Very bad app,1,AppStore,Vedantu,very bad app,-0.5849,Negative,1
The app is not working it just doesn’t opens please help regarding this i am using iphone xs,2,AppStore,Vedantu,the app is not working it just doesnt opens please help regarding this i am using iphone xs,-0.4973,Negative,2
Neet made ejje by this app really the way the faculty amit raj sir Kapoor sir damn cool,5,AppStore,Vedantu,neet made ejje by this app really the way the faculty amit raj sir kapoor sir damn cool,-0.1027,Negative,2
I had not seen a single educational app which is not free . All courses have some amount. And there is some problem I cannot attend a live class,1,AppStore,Vedantu,i had not seen a single educational app which is not free  all courses have some amount and there is some problem i cannot attend a live class,-0.6599,Negative,2
"When we click on chat or asking questions the app crashes on iOS and also there is no video and audio in the app in iOS 
Teachers are fine but plz fix this audio and video problem don’t download this app",1,AppStore,Vedantu,when we click on chat or asking questions the app crashes on ios and also there is no video and audio in the app in ios teachers are fine but plz fix this audio and video problem dont download this app,-0.5106,Negative,4
But talking about the app it is bad design. You fails to find anything on the app. For an example if you want to search for an topic you will find it difficult to find on the app but on youtube its easy to find your content. Developer messed the app completely. Talking about the Vedanta platform - you guys are the best and thank you for that. ❤️,3,AppStore,Vedantu,but talking about the app it is bad design you fails to find anything on the app for an example if you want to search for an topic you will find it difficult to find on the app but on youtube its easy to find your content developer messed the app completely talking about the vedanta platform  you guys are the best and thank you for that ,-0.1154,Negative,2
"In this app 
Once you have created your own profile then there is no option to delete it",1,AppStore,Vedantu,in this app once you have created your own profile then there is no option to delete it,-0.0516,Negative,4
"Very dirty apps worst waste thu thu thu😡😡😡😡😡😡😡 

Can’t see sir can’t hear class 😡😡😡😡

Very dirty software really 😡😡😡😡😡😡😡😡😡😡

Very bad 😡😡😡😡😡😡😡😡😡😡😡😡😡😡",1,AppStore,Vedantu,very dirty apps worst waste thu thu thu cant see sir cant hear class very dirty software really very bad ,-0.956,Negative,2
Annoying app!! The teachers are speaking in Hindi and I can’t understand anything that they speak!! I couldn’t select my course and my age to learn!! I 100% guarantee you this app is only good in Advertisements and not in real!! Don’t ever ever never ever download this app as it is a such a waste of time if you don’t know basic Hindi!! I request this app to tell the teachers to convey in English!! I don’t have an option to rate 0 stars,1,AppStore,Vedantu,annoying app the teachers are speaking in hindi and i cant understand anything that they speak i couldnt select my course and my age to learn i  guarantee you this app is only good in advertisements and not in real dont ever ever never ever download this app as it is a such a waste of time if you dont know basic hindi i request this app to tell the teachers to convey in english i dont have an option to rate  stars,-0.1531,Negative,2
Who's idea is this one rupee for once class. I don't know but he is a stupid. Even a begger can pay 1 rupee for a class. Have common sense. By paying 1 rupee I don't become poor and u don't become rich. But unnecessary ly u r wasting our time. Even after paying that 1 rupee. I was not directed to the class I paid for. U wasted my precious time. I will not visit ur site. Again even f u give free classes. Stupid app. Stu0id organisers.,1,AppStore,Vedantu,whos idea is this one rupee for once class i dont know but he is a stupid even a begger can pay  rupee for a class have common sense by paying  rupee i dont become poor and u dont become rich but unnecessary ly u r wasting our time even after paying that  rupee i was not directed to the class i paid for u wasted my precious time i will not visit ur site again even f u give free classes stupid app stuid organisers,-0.5866,Negative,2
The worst app,1,AppStore,Vedantu,the worst app,-0.6249,Negative,3
When I try to open doubt section it doesn’t opened,1,AppStore,Vedantu,when i try to open doubt section it doesnt opened,-0.3612,Negative,4
App seems to be very buggy while attending live classes. Quite annoying while you are trying to concentrate.,2,AppStore,Vedantu,app seems to be very buggy while attending live classes quite annoying while you are trying to concentrate,-0.4576,Negative,2
Worst app of all time. It calls and message a lot which annoys anyone and all it quizzes are preplanned which are always same like spell quest and other even chats are same we cannot chat in this app I hate this app.I didn’t want to rate but had to to send the review,1,AppStore,Vedantu,worst app of all time it calls and message a lot which annoys anyone and all it quizzes are preplanned which are always same like spell quest and other even chats are same we cannot chat in this app i hate this appi didnt want to rate but had to to send the review,-0.6323,Negative,2
"Whenever I’m clicking on ask a doubt, it takes me back to the previous page of the app. Please look into the issue because it is currently impossible for me to ask doubts due to this issue. I tried uninstalling and reinstalling the app, but no use.",1,AppStore,Vedantu,whenever im clicking on ask a doubt it takes me back to the previous page of the app please look into the issue because it is currently impossible for me to ask doubts due to this issue i tried uninstalling and reinstalling the app but no use,-0.5423,Negative,4
No doubts can be asked on this app through iPad. And also some adjustments needs to be for user interface on iPad,4,AppStore,Vedantu,no doubts can be asked on this app through ipad and also some adjustments needs to be for user interface on ipad,-0.5267,Negative,4
I downloaded this app and saw that there is no audio properly and also all waste chat in the chat box. The screen is also too small for iPad. Don’t download the app.,1,AppStore,Vedantu,i downloaded this app and saw that there is no audio properly and also all waste chat in the chat box the screen is also too small for ipad dont download the app,-0.6124,Negative,2
"Every thing is awesome!!
But only thing that disturbs is Dark mode 

PLEASE BRING DARK MODE",4,AppStore,Vedantu,every thing is awesomebut only thing that disturbs is dark mode please bring dark mode,-0.1531,Negative,2
This was one of the bad app in this app there is too much of voice problem i am requesting you to don’t download this app ok.                       You can download this app for abhishek and rahul sir,5,AppStore,Vedantu,this was one of the bad app in this app there is too much of voice problem i am requesting you to dont download this app ok                       you can download this app for abhishek and rahul sir,-0.6124,Negative,2
"Please reply team vedantu 
I just downloaded the app n it’s stuck on the select class or board and no dropdown selection happening",1,AppStore,Vedantu,please reply team vedantu i just downloaded the app n its stuck on the select class or board and no dropdown selection happening,-0.2263,Negative,2
I don’t want to give even one start so much disappointed with this app whenever I open and try to join the free classroom its coming that session is not active and all that being a student for me it’s really really disappointment,1,AppStore,Vedantu,i dont want to give even one start so much disappointed with this app whenever i open and try to join the free classroom its coming that session is not active and all that being a student for me its really really disappointment,-0.6404,Negative,2
"I don’t Why this Happening ..
But I’m not able to see replay,live etc in Phone IOS App of yours..!!..That Tab is missing in your Application",1,AppStore,Vedantu,i dont why this happening but im not able to see replaylive etc in phone ios app of yoursthat tab is missing in your application,-0.4215,Negative,4
There was none of my number of the country I live in,1,AppStore,Vedantu,there was none of my number of the country i live in,-0.0572,Negative,2
"Even the website is lagging and pdf is not working right 
Please fix the bugs as soon as possible",5,AppStore,PhysicsWallah,even the website is lagging and pdf is not working right please fix the bugs as soon as possible,-0.47,Negative,2
Pw ios app do not has xp leaderboard in it also contains bugs,1,AppStore,PhysicsWallah,pw ios app do not has xp leaderboard in it also contains bugs,-0.2924,Negative,4
Very disgusting app video lectures not streaming properly and if you are going to download old lecture then it would take years to download one lecture. I don’t understand what kind of service you are providing to your students. Really disgusting. If you are going to to call there customer care you couldn’t reach them. Really pathetic totally time and money wasted wastage,1,AppStore,PhysicsWallah,very disgusting app video lectures not streaming properly and if you are going to download old lecture then it would take years to download one lecture i dont understand what kind of service you are providing to your students really disgusting if you are going to to call there customer care you couldnt reach them really pathetic totally time and money wasted wastage,-0.9091,Negative,2
the app is not updated as mobile. in ios/ipd the features is much less than mobile . in mobile there is so extra features but in ipad there is no updates and the features are missing,3,AppStore,PhysicsWallah,the app is not updated as mobile in iosipd the features is much less than mobile  in mobile there is so extra features but in ipad there is no updates and the features are missing,-0.6808,Negative,2
Didn’t get a proper explanation in school but when I joined physics wallah  my all doubts are cleared,5,AppStore,PhysicsWallah,didnt get a proper explanation in school but when i joined physics wallah  my all doubts are cleared,-0.296,Negative,2
why cant see my XP AND STREAK on ios version plz pw make this avialble for ios also . it is found in ios ….,4,AppStore,PhysicsWallah,why cant see my xp and streak on ios version plz pw make this avialble for ios also  it is found in ios ,-0.2225,Negative,4
This app is not optimised to iPad. I’m finding so many jittering and lags.,2,AppStore,PhysicsWallah,this app is not optimised to ipad im finding so many jittering and lags,-0.5801,Negative,2
"They believe that they keep on taking classes and classes and selection happens, and give no time to student for self study, they keep classes until January, the month of exam, especially if a teacher named Ashish Agarwal is teaching in your batch , then it will be your worst mistake to purchase that, he believes we have to study only maths, he keeps 3 hour class and gives 5hrs consuming homework, you will have to forget all your friends and family, if he teaches you",1,AppStore,PhysicsWallah,they believe that they keep on taking classes and classes and selection happens and give no time to student for self study they keep classes until january the month of exam especially if a teacher named ashish agarwal is teaching in your batch  then it will be your worst mistake to purchase that he believes we have to study only maths he keeps  hour class and gives hrs consuming homework you will have to forget all your friends and family if he teaches you,-0.7579,Negative,2
I’m having trouble in paying the fees while trying to get the infinity pro batch,3,AppStore,PhysicsWallah,im having trouble in paying the fees while trying to get the infinity pro batch,-0.4019,Negative,2
"I purchased surya 2.0 cgl batch. Few teachers like geography static gk are so worst that they just read out ppt. If reading ppt has to be done. Y do we need classes. I tried reaching to PW team, they dont connect on call, they beat around the bush in computerised msges. I hope Alak sir gets this review. I raised ticket also. Not resolved it. Such a disheartening experience. Current situation is even after purchasing batch i have to study from youtube. Atleast a call facility is expected when a person pays money and comes on your platform. Alak sir y dont u put some attention on these batches rather den being only on NEET n jee, coz ppl come on this platform with your face value . Worst WORST EXPERIENCE. Galiya aari hai mere muu mai .. dimak karab ho raka hai",1,AppStore,PhysicsWallah,i purchased surya  cgl batch few teachers like geography static gk are so worst that they just read out ppt if reading ppt has to be done y do we need classes i tried reaching to pw team they dont connect on call they beat around the bush in computerised msges i hope alak sir gets this review i raised ticket also not resolved it such a disheartening experience current situation is even after purchasing batch i have to study from youtube atleast a call facility is expected when a person pays money and comes on your platform alak sir y dont u put some attention on these batches rather den being only on neet n jee coz ppl come on this platform with your face value  worst worst experience galiya aari hai mere muu mai  dimak karab ho raka hai,-0.9252,Negative,2
"I am always having a problem finding my paid course whenever i log into my app via phone. The UI is so bad that it doesn’t even have a section for whatever course i am enrolled in and literally i always have to wait some time to find my course. Hope it gets into notice.

Thanks",1,AppStore,PhysicsWallah,i am always having a problem finding my paid course whenever i log into my app via phone the ui is so bad that it doesnt even have a section for whatever course i am enrolled in and literally i always have to wait some time to find my course hope it gets into noticethanks,-0.6476,Negative,2
Not working properly in I pad experience is tooo bad😡,1,AppStore,PhysicsWallah,not working properly in i pad experience is tooo bad,-0.5423,Negative,1
Please can we have sundays AND saturdays as non class days pls . As a slow learner u feel extremely fatigued and lethargic throughput the week because i dont get enough time to simultaneously study and watch lectures and also because i go to church on sundays which gives me no break throughout the week and i feel completely exhausted,5,AppStore,PhysicsWallah,please can we have sundays and saturdays as non class days pls  as a slow learner u feel extremely fatigued and lethargic throughput the week because i dont get enough time to simultaneously study and watch lectures and also because i go to church on sundays which gives me no break throughout the week and i feel completely exhausted,-0.7615,Negative,2
I purchased a batch of jkssb civil 2025 first and I thought it will go according to plan but I was wrong there is not even a single som classs hope my request will seen by higher authority and teacher should be punished,1,AppStore,PhysicsWallah,i purchased a batch of jkssb civil  first and i thought it will go according to plan but i was wrong there is not even a single som classs hope my request will seen by higher authority and teacher should be punished,-0.5927,Negative,2
there are lot of bugs and hangs sometimes get stuck while opening notes sometimes lecture stops when try to increase speed,1,AppStore,PhysicsWallah,there are lot of bugs and hangs sometimes get stuck while opening notes sometimes lecture stops when try to increase speed,-0.0772,Negative,2
"They stabbed iOS users.Almost every feature of the app does not work for iOS. Even when I filed a complaint, they don’t take it. Seriously the tests I have given on the app or not available for me to re-check re-attempt. and many more problems there is literally no response from the help desk. I strongly recommend not using it.",1,AppStore,PhysicsWallah,they stabbed ios usersalmost every feature of the app does not work for ios even when i filed a complaint they dont take it seriously the tests i have given on the app or not available for me to recheck reattempt and many more problems there is literally no response from the help desk i strongly recommend not using it,-0.3559,Negative,4
I use ipad and unable to see xp points and I’m facing some lag in test section. Despite giving test cant find to the test to analysis,4,AppStore,PhysicsWallah,i use ipad and unable to see xp points and im facing some lag in test section despite giving test cant find to the test to analysis,-0.211,Negative,2
Really disappointed with the app not with the faculty as I’m not able to attend test when I open the test it says I was out of time on the next second not able to attend the live classes too. This is my complaint for the 2nd time hope you take this in consideration.,3,AppStore,PhysicsWallah,really disappointed with the app not with the faculty as im not able to attend test when i open the test it says i was out of time on the next second not able to attend the live classes too this is my complaint for the nd time hope you take this in consideration,-0.4005,Negative,2
"The teaching quality at the offline center of PW has been quite disappointing. The teachers often do not teach in a structured or clear manner. They tend to beat around the bush rather than explaining the concepts directly. Before starting a new topic, they write down questions related to it, solve only a few parts, and then suddenly mention that a certain concept was left unexplained — asking students to go study it on their own. This creates confusion and disrupts the flow of learning. Moreover, their teaching style is often filled with unnecessary jokes and casual behavior, which further dilutes the seriousness of the class.

But most concerning is the clear discrimination shown by some teachers — they behave differently with different students, which creates a very demotivating and unfair learning environment. Such behavior is highly unprofessional and discouraging for sincere students who come with the intent to study seriously.",1,AppStore,PhysicsWallah,the teaching quality at the offline center of pw has been quite disappointing the teachers often do not teach in a structured or clear manner they tend to beat around the bush rather than explaining the concepts directly before starting a new topic they write down questions related to it solve only a few parts and then suddenly mention that a certain concept was left unexplained  asking students to go study it on their own this creates confusion and disrupts the flow of learning moreover their teaching style is often filled with unnecessary jokes and casual behavior which further dilutes the seriousness of the classbut most concerning is the clear discrimination shown by some teachers  they behave differently with different students which creates a very demotivating and unfair learning environment such behavior is highly unprofessional and discouraging for sincere students who come with the intent to study seriously,-0.2176,Negative,2
"Videos are buffering a lot I’m so tired of keep going back and again playing the same video from starting.I did all the things that were mentioned like logout and login,uninstalling the app all the things but the problems are still going on,the poll is not syncing, i cant sync with the live video like always 10 seconds or a minute behind. When the video buffers it would stop completely and show a black screen.",2,AppStore,PhysicsWallah,videos are buffering a lot im so tired of keep going back and again playing the same video from startingi did all the things that were mentioned like logout and loginuninstalling the app all the things but the problems are still going onthe poll is not syncing i cant sync with the live video like always  seconds or a minute behind when the video buffers it would stop completely and show a black screen,-0.514,Negative,2
I study in jaipur gopalpura vidhyapeeth and the teachers are awesome but the male staff members are soo rude and they show ego and misuse their power .,1,AppStore,PhysicsWallah,i study in jaipur gopalpura vidhyapeeth and the teachers are awesome but the male staff members are soo rude and they show ego and misuse their power ,-0.3506,Negative,2
"Sir PW notes are not opening properly. My brother and we have trouble in this so much that we have to back for five times the app and then open the Notes of lecture. This is the problem of a lot of iOS iPad users. Please help this issue.

Thanks",3,AppStore,PhysicsWallah,sir pw notes are not opening properly my brother and we have trouble in this so much that we have to back for five times the app and then open the notes of lecture this is the problem of a lot of ios ipad users please help this issuethanks,-0.1027,Negative,4
I purchased “Vishwas”SSC GD batch for ₹829 but they are not giving the access to the batch… and what’s worst is they don’t even have option to raise the issue!!!pathethic!!! I think it’s a scam being the by the PW management team because Alakh sir won’t do such cheap things,3,AppStore,PhysicsWallah,i purchased vishwasssc gd batch for  but they are not giving the access to the batch and whats worst is they dont even have option to raise the issuepathethic i think its a scam being the by the pw management team because alakh sir wont do such cheap things,-0.9355,Negative,2
I am a IPad user and Attend all classes and test from my iPad. There was many features that was not available on App store PW rather than in Play Store Pw there was enormous features compare to this. A basic example is DPP Battleground,5,AppStore,PhysicsWallah,i am a ipad user and attend all classes and test from my ipad there was many features that was not available on app store pw rather than in play store pw there was enormous features compare to this a basic example is dpp battleground,-0.0772,Negative,2
"Its been one entire goddamn week and the physicswallah app on my mac still wouldn’t work despite making 2 prior complaints. NO LECTURES ARE WORKING. TEAM, LOOK INTO IT!!! Its been A W E E K",1,AppStore,PhysicsWallah,its been one entire goddamn week and the physicswallah app on my mac still wouldnt work despite making  prior complaints no lectures are working team look into it its been a w e e k,-0.4664,Negative,2
"App is good, but modules are not yet delivered please resolve the issue, web version has problems, please look into it",5,AppStore,PhysicsWallah,app is good but modules are not yet delivered please resolve the issue web version has problems please look into it,-0.4742,Negative,2
"On very 1st day of lecture teacher said they will add to community group. To add in community we have to send msg now more than 1 month passed no one even bother to see the message.. also gor banking exams credit teacher is chongu.. he just reading and translating in hindi.. no additional knowledge… 
Please avoid for banking exams…",1,AppStore,PhysicsWallah,on very st day of lecture teacher said they will add to community group to add in community we have to send msg now more than  month passed no one even bother to see the message also gor banking exams credit teacher is chongu he just reading and translating in hindi no additional knowledge please avoid for banking exams,-0.4767,Negative,2
"Hi team physics wallah, it is very difficult to use this app in iPad,it doesn’t count streak,doesnt give xp points and moreover it is difficult to watch lectures as well because it gets stuck everytime and then I have to restart the app to do it again. It is very annoying and time wasting at times. I request you to fix this app completely asap.",1,AppStore,PhysicsWallah,hi team physics wallah it is very difficult to use this app in ipadit doesnt count streakdoesnt give xp points and moreover it is difficult to watch lectures as well because it gets stuck everytime and then i have to restart the app to do it again it is very annoying and time wasting at times i request you to fix this app completely asap,-0.8215,Negative,2
"enrolled in the full course for 7th Class – Junoon. However, about 10 minutes before the scheduled classes, was disappear from the app. Initially, I thought the classes had been rescheduled, but when I checked again after the scheduled time, I was unable to join the same batches. I emailed and raised complaints more than 20 times through the PW app and email, but received no resolution. Eventually, I had no choice but to switch to local offline classes. Unfortunately, this turned out to be a complete waste of both time and money.",2,AppStore,PhysicsWallah,enrolled in the full course for th class  junoon however about  minutes before the scheduled classes was disappear from the app initially i thought the classes had been rescheduled but when i checked again after the scheduled time i was unable to join the same batches i emailed and raised complaints more than  times through the pw app and email but received no resolution eventually i had no choice but to switch to local offline classes unfortunately this turned out to be a complete waste of both time and money,-0.9366,Negative,2
Xp point is not working and not show on my iPad worst developer iOS version,4,AppStore,PhysicsWallah,xp point is not working and not show on my ipad worst developer ios version,-0.3612,Negative,4
If you leave for two days the account is atomically logout,1,AppStore,PhysicsWallah,if you leave for two days the account is atomically logout,-0.0516,Negative,2
Features don’t work on iPhone  ek bhi nhi chalra kitni baar complain kardi firbhi,2,AppStore,PhysicsWallah,features dont work on iphone  ek bhi nhi chalra kitni baar complain kardi firbhi,-0.3612,Negative,2
"I have had very bad experiences with the customer support team, when I gave my genuine feedback, THEY SUSPENDED MY ACCOUNT . They said I have used inappropriate words, but I haven't used any inappropriate words, they lied to me and suspended my account. Now I am helpless and all of my money are wasted . PLEASE DON'T TAKE PW COURSE . They are just faking and trying to cool and support students on social media .",1,AppStore,PhysicsWallah,i have had very bad experiences with the customer support team when i gave my genuine feedback they suspended my account  they said i have used inappropriate words but i havent used any inappropriate words they lied to me and suspended my account now i am helpless and all of my money are wasted  please dont take pw course  they are just faking and trying to cool and support students on social media ,-0.9287,Negative,2
Sir plz unblocked from batche I pay money for study I am not studying in free I don’t know why he blocked me,1,AppStore,PhysicsWallah,sir plz unblocked from batche i pay money for study i am not studying in free i dont know why he blocked me,-0.5996,Negative,2
App not working properly and and leaderboard and day streak missing on iPad os,2,AppStore,PhysicsWallah,app not working properly and and leaderboard and day streak missing on ipad os,-0.296,Negative,2
Offline coaching vo kya hoti h 😀,5,AppStore,PhysicsWallah,offline coaching vo kya hoti h ,-0.128,Negative,2
The app is not working properly as it lag sometimes or even error in attending live classes . May in next update you fix this problems thanks,1,AppStore,PhysicsWallah,the app is not working properly as it lag sometimes or even error in attending live classes  may in next update you fix this problems thanks,-0.6514,Negative,2
"Hello Dev Team,
PW has been bliss in my JEE prep journey. However, I see many bugs in the IOS version of the app. 
1. I usually use Saarthi feature on my iPhone and have trouble uploading questions pics. There is no option to crop the pictures and it is set to a fixed ratio of a square and the question never fits the picture properly. 
2. Also if a wrong question pic is sent then there is no option to delete it. This is troublesome since it is difficult to share the questions with the mentors.
3. The dashboard shows wrong data about completed lectures and sops and the rest of it.
4. There is no option for sharing referral links. I do not find the refer and earn section, neither in my iPhone nor in my windows web version. 
5. The leaderboard and points is also not visible in the IOS version of the app. 
6. While submitting the google form for 1:1 mentorship, it asks for the sign in and when clicked on it, it does nothing and the form is disabled, overall making it impossible to fill the form for mentorship through my phone.
7. Notifications are not visible on the app even after clicking on the icon multiple times.",4,AppStore,PhysicsWallah,hello dev teampw has been bliss in my jee prep journey however i see many bugs in the ios version of the app  i usually use saarthi feature on my iphone and have trouble uploading questions pics there is no option to crop the pictures and it is set to a fixed ratio of a square and the question never fits the picture properly  also if a wrong question pic is sent then there is no option to delete it this is troublesome since it is difficult to share the questions with the mentors the dashboard shows wrong data about completed lectures and sops and the rest of it there is no option for sharing referral links i do not find the refer and earn section neither in my iphone nor in my windows web version  the leaderboard and points is also not visible in the ios version of the app  while submitting the google form for  mentorship it asks for the sign in and when clicked on it it does nothing and the form is disabled overall making it impossible to fill the form for mentorship through my phone notifications are not visible on the app even after clicking on the icon multiple times,-0.891,Negative,4
"Worst app of all time
It’s too complicated, I’m a follower of PW for the past 5 years. The app lacks basic features. The test series option comes in pc but in mobile, I have been searching it for the past 1 hr, it is really frustrating.",1,AppStore,PhysicsWallah,worst app of all timeits too complicated im a follower of pw for the past  years the app lacks basic features the test series option comes in pc but in mobile i have been searching it for the past  hr it is really frustrating,-0.7808,Negative,2
"Live classes, lecture issue, video not playing. Sometimes, AI Guru is not working. . Some features are missing like there is no bookmark tab. please fix the problem as soon as possible.",1,AppStore,PhysicsWallah,live classes lecture issue video not playing sometimes ai guru is not working  some features are missing like there is no bookmark tab please fix the problem as soon as possible,-0.4389,Negative,2
It is a  crazy platform to study,4,AppStore,PhysicsWallah,it is a  crazy platform to study,-0.34,Negative,2
Can u clarify me that isn’t XP option available for IOS ?,4,AppStore,PhysicsWallah,can u clarify me that isnt xp option available for ios ,-0.2924,Negative,4
"Hello PW, there’s a problem in the iOS app. Whenever a video lecture from Yakeen 2.0 is uploaded, it doesn’t download. Please fix it.”",1,AppStore,PhysicsWallah,hello pw theres a problem in the ios app whenever a video lecture from yakeen  is uploaded it doesnt download please fix it,-0.5664,Negative,4
Pls solve this problem,1,AppStore,PhysicsWallah,pls solve this problem,-0.1531,Negative,2
I’m  not able to download lectures in ios . I have my ios and updated still the problem isn’t resolved!,3,AppStore,PhysicsWallah,im  not able to download lectures in ios  i have my ios and updated still the problem isnt resolved,-0.497,Negative,4
I am the student of udaan batch and I feel like the explanations are very nice but the only problem is that they often cancel the classes and schedule it the other day and half of the day is wasted watching the lectures which are of 1hr 30min and then making of notes so most of the time they are keeping main subject lec in one day like 3 subjects.it’s difficult to listen and make notes then practice!!i feel like they should make the lectures short or less lectures!!!,4,AppStore,PhysicsWallah,i am the student of udaan batch and i feel like the explanations are very nice but the only problem is that they often cancel the classes and schedule it the other day and half of the day is wasted watching the lectures which are of hr min and then making of notes so most of the time they are keeping main subject lec in one day like  subjectsits difficult to listen and make notes then practicei feel like they should make the lectures short or less lectures,-0.649,Negative,2
App stops to respond and many features don’t work properly. This app needs to be refined for ios and ipad os users,4,AppStore,PhysicsWallah,app stops to respond and many features dont work properly this app needs to be refined for ios and ipad os users,-0.1531,Negative,4
Very bad performance in btsc batch,1,AppStore,PhysicsWallah,very bad performance in btsc batch,-0.5849,Negative,1
As per schedule pw has given 19/05/25 there is no classes has been started it is very bad by pw,1,AppStore,PhysicsWallah,as per schedule pw has given  there is no classes has been started it is very bad by pw,-0.7178,Negative,1
"Hey pw! There is something wrong with your app , it isn’t showing up on ios. When i m trying to buy your batch it is showing that product is under process please do something about it",1,AppStore,PhysicsWallah,hey pw there is something wrong with your app  it isnt showing up on ios when i m trying to buy your batch it is showing that product is under process please do something about it,-0.2023,Negative,4
I’m not satisfied coz while watching lecture in 2x it doesn’t stop on time need to reverse or 10 sec away and loading issue too while using app  and watching lecture 😖😖😖😖,3,AppStore,PhysicsWallah,im not satisfied coz while watching lecture in x it doesnt stop on time need to reverse or  sec away and loading issue too while using app  and watching lecture ,-0.1139,Negative,2
"Sir ,many features are not in iphone,ipad the coin system,dashboard is not working,prep meter is not there all the new updates are not there please fix it quick",5,AppStore,PhysicsWallah,sir many features are not in iphoneipad the coin systemdashboard is not workingprep meter is not there all the new updates are not there please fix it quick,-0.2411,Negative,2
Please make Dpp battle available in ipad os also. I request you!,3,AppStore,PhysicsWallah,please make dpp battle available in ipad os also i request you,-0.0772,Negative,2
"Alakh Pandey….Ur coahing will be dead soon….Looting students…U will face karma
…U scammed me of 4000 Rs…",1,AppStore,PhysicsWallah,alakh pandeyur coahing will be dead soonlooting studentsu will face karmau scammed me of  rs,-0.6486,Negative,2
"Hey team pw ,
Pls fix the app it has many features missing n log in issue more over i gave a test n spend an hr on it n it was gone for log in issue its very frustrating",3,AppStore,PhysicsWallah,hey team pw pls fix the app it has many features missing n log in issue more over i gave a test n spend an hr on it n it was gone for log in issue its very frustrating,-0.624,Negative,2
I am preparing for UGC NET exam and I am really disappointed to see how this works. There is no way absolutely no way to contact the teachers if you can’t attend the live sessions which isn’t possible for working professionals and it’s a hassle so many topics aren’t covered and there are those YouTube sessions which they should be included in the paid sessions but they don’t and you aren’t provided with any notes for those so it’s a hassle now. And I was amazed to see how my message was instantly deleted by PW when I had put across my grievance. They kinda fooling around. It’s really really inconvenient. I’m sure there are better options than PW I regret signing up.,1,AppStore,PhysicsWallah,i am preparing for ugc net exam and i am really disappointed to see how this works there is no way absolutely no way to contact the teachers if you cant attend the live sessions which isnt possible for working professionals and its a hassle so many topics arent covered and there are those youtube sessions which they should be included in the paid sessions but they dont and you arent provided with any notes for those so its a hassle now and i was amazed to see how my message was instantly deleted by pw when i had put across my grievance they kinda fooling around its really really inconvenient im sure there are better options than pw i regret signing up,-0.7794,Negative,2
