content,score,source,app
Cannot attend class and does not support landscape in iPad,1,AppStore,Vedantu
It has so f*ucking software the class is not joining and after calling helpline number they do not resolve problem only ask for rating,1,AppStore,Vedantu
Worst,1,AppStore,Vedantu
"Has too many glitches,didn’t even have navigation options in some frames;we should relaunch the app once again.",1,AppStore,Vedantu
"Good app, but please make it available for the iPads",3,AppStore,Vedantu
Vedantu has deducted money for 3 months though child never attended more than 1 week.,1,AppStore,Vedantu
"Please update the app, you can’t do anything on ios",1,AppStore,Vedantu
The app is not update since 1 year 😔 now it’s the time to add new features in this app,5,AppStore,Vedantu
Please add feature of asking doubts in ios also,4,AppStore,Vedantu
They are cheaters and scammer after taking money they don’t provide services and when you call customer care they will give only excuses and ask for proof of payment..After you send proof of payment again and again they will ask for the same but your problem will not be resolved..i want to give in negative star but there is no such-option.,1,AppStore,Vedantu
Help doesn't work at all. Registered for the demo first - no response. Then scholarship test keeps on asking for registration again and again and then give error. My child could not attempt that as well. What a waste!,1,AppStore,Vedantu
"I have had the worst experience with Vedantu. I booked a 72 hour one to one class for a whopping Rs.20000/-. Teacher attended the class for about 50 hours. After that teacher vanished into thin air. The said PRM of the company didn’t even bother to contact me. I contacted the customer care for a refund. They told me to send my bank details. But neither a refund  nor a reply was received from them. Unless you want to challenge them in a customer redressal forum, never join the course",1,AppStore,Vedantu
The doubt solving button itself has been disappeared even after having pro plus pubscription please check on it,3,AppStore,Vedantu
"The works just fine like any other educational app but the problem is with it’s spam calls. As soon as you register your mobile number they will start spam calling you with different numbers. I asked them to not call me again as I am not interested in any of their
Offers but they kept calling again and again. The reason they offered was quite simple, “sir you have registered on our website and we can call however times we like.”",1,AppStore,Vedantu
"I secured rank 1 in stage 2 of VMSAT. Today (26 jan) I got my final result of VMSAT and rank is 2nd. No stage3 was held, i dont know on what basis they gave me this 2nd rank. 1st prize was IPAD but now i am just getting a KINDLE. My all hardwork was vanished in a 5 line message. I cried for like 2 hours. If you don't have money then don't make fake promises to give an ipad. Their customer care service is pathetic. They dont themselves no anything. This was not expected from VEDANTU. On site, it was mentioned that toppers of stage2 are grand winners. This was so disheartening. Pls don't break innocent children heart for your fake fame. Earlier I loved vedantu, but now This app tops my blacklist. I am never gonna recommend this to anyone. This should get negative ratings but sadly option isn't available. Dont misguide anyone. My one friend also got 1st rank in stage2 but now he was also given 2nd rank. Very pathetic service vedantu. Didn't expect this at all. Fame doesn't come from misguiding children, I really cried so much. I was seriously expecting an ipad. Thats all I want to write. SO PLS NEVER ATTEND VMSAT.",1,AppStore,Vedantu
"All of a sudden the app stopped working on my iPad Pro , otherwise it was running fine; resolve the issue ASAP",1,AppStore,Vedantu
Their call and Message are very frequent Which is very annoying and irritating,1,AppStore,Vedantu
Stop calling us so much please!,1,AppStore,Vedantu
Until u have a problem everything is great. Teachers are great. But if u have any problem then the nightmare begins… customer service is the worst i have ever seen,1,AppStore,Vedantu
In Vedantu app full screen mode is not available while watching live classes in iPad,1,AppStore,Vedantu
Can't use the doubt feature on mac,4,AppStore,Vedantu
"Not worth 
not responding 
not recommended",1,AppStore,Vedantu
This app is using 3rd Party Payment Gateway for purchasing digital content in app which is against Apple Policy. Must use In App purchases for paid content.,1,AppStore,Vedantu
"I enrolled in neet crash course 2021. Just took 2-3 classes. I don’t understand much in the classes. Even after writing mails and asking for help on customer care, the problem remains unsolved. I can’t understand vedantu is such a big platform why can’t they refund a simple fee of 6000. Really disappointed. Now I am being forced to take classes since I have paid.",1,AppStore,Vedantu
My kid has recently joined Vedantu and he is not able to join his classes properly.. called customer care people multiple times and no resolution.. even the mentor is not responding to any email.. this is really frustrating.. I will never recommend this app to anyone.. these people are just interested in taking money!!!,1,AppStore,Vedantu
if you take subscribtion the teacher wont take lectures on time and no teaching sense,1,AppStore,Vedantu
Not any help for ICSE STUDENTS,2,AppStore,Vedantu
"Why vedantu does not have native iPad app ? Seems they are still in Stone Age ,",1,AppStore,Vedantu
"In IOS, When live quiz feature will come?",2,AppStore,Vedantu
"Good classes but I think app is not made to work perfectly with iOS devices. When I get down my control centre in iPhone, the class content shrinks a lot. And when I click on the chat box same happens. And not able to change the orientation.",4,AppStore,Vedantu
When I start attending the class the image of teacher starts as a video and it also causes to not to be able to listen the teacher and what is going I think it is better to use toppr,1,AppStore,Vedantu
"I got the brand new M1 iPad Pro and installed this app. This app hanged like hell. Not full screen, reverse screen, too small. Awful one",1,AppStore,Vedantu
Everything is amazing about vedantu platform but this app is not good for IOS users.,2,AppStore,Vedantu
The app doesn’t work properly in iOS. I have my iPad and the screen isn’t visible properly,1,AppStore,Vedantu
app is very unstable on iphone xr,1,AppStore,Vedantu
L,1,AppStore,Vedantu
I’m MAHAK a vedantu user it’s a good app but there were some problems in full screen mode and sometimes the screen doesn’t appear and freeze 🥶😢😢😢😢😢😢😢😢😢😢😢😢😢😢I don’t delete this app because I will trust you that you will solve this problem 🤗,2,AppStore,Vedantu
The app is good for learning but this is not developed for iPad. Please it is a request to build a app for iPad,1,AppStore,Vedantu
My daughter has enrolled for English class. The class is good and I would recommend to others. The sales team gave me a special offer and said 3000 will be refunded within a week after the class started. I have been following up since then without any response from Vedantu team.  Unfortunately I do not have any call recording regarding the offer.  But I wish a company with good values never hire such sales team.,1,AppStore,Vedantu
"SURI SIR.... great to find you as a teacher..... expecially for me when you are teaching, the toughest one becomes easier .... the way you explains is simply awesome mannn..... the topics you teached had gone straightly to our brain and it settled there.....love you mannnnn.....",5,AppStore,Vedantu
"Regarding V.O.T.E
I completed a challenge and did not get v coin. 
Please sort out my problem .
It isn’t even showing that challenge anymore. I answered it .
Please help",1,AppStore,Vedantu
"The app doesn’t customise screen size to iPad landscape mode. As such, it only runs on half the screen space and seems useless to me. Work on it boys and girls at Vedantu",1,AppStore,Vedantu
"Hello,I am Vedantu’s Pro Subscription Student and they never resolve my problem. Its better to join byjus or toppr.",1,AppStore,Vedantu
Sala isme recorded class nhh chalta h,1,AppStore,Vedantu
I live the classes but unable to view notes after class on app,4,AppStore,Vedantu
This is worst app that I can’t write my vsat exam,1,AppStore,Vedantu
"Here’s what I know so they take you take me a lot of messages and I want like something that does not text me I’m sick of this stop texting me on my messenger I don’t want any guarantee I don’t want 10,00,00,000 pool so stop texting me now I don’t want anything I don’t want to take classes I’m just minding my own business this just let me mind my own business",1,AppStore,Vedantu
"I am not able to download the pdf of extra question i am not able to type my e mail I’d. 
My friend suggested me this app but it’s the worst app. I downloaded the app in the app there is no place to see the extra question. 
BYJU’S is better than this app I suggest there is no thing in this app don’t download. It’s been 1 hour I am trying to get it. 😡😡😡😡😡😡😡😡",1,AppStore,Vedantu
Does this app not available for iPad? This mobile version is not supporting screen size of iPad.,2,AppStore,Vedantu
This app is not working on iPad on full screen please see problem as fast as possible a good citizen of India,1,AppStore,Vedantu
This is worst app,1,AppStore,Vedantu
We subscribed for NCERT. They are teaching us cbsc syllabus. I gave so many compliant but is no response there side After paying half of the fee they stopped my classes as month fee is due. My ticket is in pending. Every time I call a customer care they will say ...will sort in a couple of days. I gave compliant 40 days back. No response at all. Only Jee is good. Don’t subscribe for Intermediate syllabus,1,AppStore,Vedantu
"😡😡😡 I buyed the master class but not able to ask doubts I have paid 5674 rupees in which they was telling me that I will get 24/7 doubts but it is fake my 1 month completed and I wasn’t able to ask any doubt and now they are calling me for repay and on every call they called me,I have asked for iOS doubts app link which I am not able to find I have complained many times but they send me play store link like they are pranking me",1,AppStore,Vedantu
"It’s just waste of time. I had missed many classes because of this software.

I had invested 15,000 rupees but all get wasted because of this software don’t even download this it has many issue unacademy is better than vedantu.",1,AppStore,Vedantu
"This app on an iPhone is very buggy and unreliable. It doesn’t let me watch videos in landscape, at times just showing me teacher’s video and gets stuck whenever I try to go to the previous screen. 
THE CONTENT IS VERY USEFUL AND INFORMATIVE.
I hope you resolve these issues as soon as possible.",2,AppStore,Vedantu
"Dear Admin at Vedantu !! The developer has missed out !! On live classes when I minimise the teacher the video stops and then whole screen becomes unresponsive !! One word !!!! Find a better IOS Developer !! No matter how good you are at content if the delivery is not good, everything goes into vein",1,AppStore,Vedantu
I am very disappointed by the IOS version of this app as I am not able to attend live classes through my phone . Please fix this error,5,AppStore,Vedantu
"I am Sangini Singh, I am facing some severe technical problems whenever I try to attend a class every time I am not able to hear the the voice of the tutor.",2,AppStore,Vedantu
Their is a tab where you can see your asked doubts but you can’t ask any doubt. Their is no option to ask a doubt in ios. Literally no common sense.,1,AppStore,Vedantu
This app is not supported on many devices my phone doesn’t even load the app,1,AppStore,Vedantu
I having problem in joining online class after enrolling into a course.My device is iPad 7th generation.it is show that “well this is embarrassing but there seems to be glitch”. Fix it soon,2,AppStore,Vedantu
"The app mostly deals only with Hindi and who does not know hindi don’t waste ur time and money with this app 
Worst educational app ever seen",1,AppStore,Vedantu
"In commerce section there should not be any of the science lecture, whenever I scroll I always saw for science stream, that can’t be work",1,AppStore,Vedantu
"Can’t even give one star , I have enrolled in a course lately and when I check replay , it says sorry replay not available or try alternate replay . When try to contact customer care , they don’t even respond , waste of money and time 😡",1,AppStore,Vedantu
"I am also using an iphone and when in live class I’m not able to hear the voice when seeing the slideshow and the video is being paused . Even after refreshing a many times, still the problem stayed . Please do find a solution soon.",3,AppStore,Vedantu
It’s a total scam...don’t waste your time behind such useless apps which promise you a lot but actually you barely benefit from it...tried KBC quiz on this app...despite all correct answers was not acknowledged for the same...total fraud...may seem bitter but is a very honest review.,1,AppStore,Vedantu
So many bugs,1,AppStore,Vedantu
I bought one micro course but I am not able to watch it ! Worst app,1,AppStore,Vedantu
KBC registration form is not submitting plz check,1,AppStore,Vedantu
"Dear Developer, 
I want to intend your esteemed self towards a complaint lodged by me here on the subject of ""the working of this application.""
 I had always an impression from the beginning that its an application which can conceptualise each and every material and chapter of our syllabus in a fun manner. However, it is unfortunate to inform you that the application didn't work properly. It shows no live classes and half of the screen remains invisible. Moreover, The screen ratio is only 16:9 (mobile view) and it becomes difficult to view in a landscape manner, especially when you are working with iPad.
 I would be highly obliged if your esteemed self could take this decision as soon as possible in favour of the request made, and would bring in updates by fixing all the bugs and issues made in your script-written programme. 

Hoping to get a response at the earliest.",1,AppStore,Vedantu
It is asking for money every time ad is too expensive don’t take ‘this app,1,AppStore,Vedantu
"Dear users, 
If you are using an app you would want it completely updated when you install it...but at Vedantu you again have to update the app... what’s the reason for that kindly explain...Unhappy with the experience.....kindly fix the issue...Wanted to play KBC what’s the use of if you have to update it...kindly solve this...disappointed!!",1,AppStore,Vedantu
I tried lot of times but there was no option of kbc vquiz,1,AppStore,Vedantu
Attend V Quiz for KBC,4,AppStore,Vedantu
Same happening with my kbc it’s work only for google play not for us,3,AppStore,Vedantu
Every where they say free classes but In the app they ask money,1,AppStore,Vedantu
App is goo . 🤮👎🏼. Does not work on iOS . Apple software if you have heard of it . Booo  gooooo,1,AppStore,Vedantu
It’s not coming full screen 📺 on iPad,3,AppStore,Vedantu
"It’s a waste of time if you asked me, while learning I couldn’t even hear one class and the teachers often say to refresh and it’s still not working after refreshing for the Billionth time!!",3,AppStore,Vedantu
It’s like a poo app. Not a app for iPad. 👎👎👎👎👎🤬🤬,1,AppStore,Vedantu
"I am Prajjwal Choudhary a Vedantu user. 
I have iOS iPhone X. 
I have downloaded the aap because my friends say that it is a good app for learning but when I open the app and take a live class sometimes voice is not audible or sometimes the screen is not visible. Please spurt out this problem I will not delete Vedantu because I trust you that you will do something very soon",3,AppStore,Vedantu
i cant do the kbc registration using ios please tell how to do,1,AppStore,Vedantu
They will not responce  what we type in chat box,1,AppStore,Vedantu
Please help me out as I am unable to attend the KBC quiz in my iPhone 7 Plus.,1,AppStore,Vedantu
"When they said that KBC is going with Vedantu, I was filled with excitement and enthusiasm, but that didn’t lasted for long, this app only has it’s exclusive KBC quiz for google play only, and not us, Vedantu please help us, You really nailed with it, please resolve this issue if you are reading",4,AppStore,Vedantu
I can not update for kbc on app store give me the solution,3,AppStore,Vedantu
Plz check my problem,4,AppStore,Vedantu
It is not opening only please fix it,1,AppStore,Vedantu
This is a good app as it is free for live videos and all. But I downloaded it for the KBC quizzes. I am unfortunately not able to open as it is saying you will need to update your app. Pls fix this on the IOS. Pls make update available on IOS devices,3,AppStore,Vedantu
Please develop an app for iPad pro.,1,AppStore,Vedantu
Upon entering any of the classses- can't hear any of the tutor. There's no customer support to sort out issues.,1,AppStore,Vedantu
After I installed in and was done with all the sign in process what I see is that not even a single course is opening. All it shows is a white screen. It is quite slow too.,1,AppStore,Vedantu
This app is very useful for all the students.....especially who are suffering for their studies due to the lockdown👍🏻😊,5,AppStore,Vedantu
The app is very good it has all the solutions of everybsubject and it has practice tests also for testing our learning but when i search courses it takes alot of time to get the course that i have searched please fix this problem,4,AppStore,Vedantu
This app is very useful for every student more than byjus because in this app every sir asks whether we understood or not but in other apps they doesn’t asks,5,AppStore,Vedantu
I wil give negative feedback if it is possible for me it is unable to open,1,AppStore,Vedantu
If you download this app on I pad I opens as if I am working on a phone. The contents of the app is great but because it appears as I am working on a phone when I open it on my I pad I have rated it low.,2,AppStore,Vedantu
I am unable to access my crash course on the app.,3,AppStore,Vedantu
When i start in my iOS iPad it ask my mobil number and i give and then app is not working,1,AppStore,Vedantu
I am very happy,5,AppStore,Vedantu
"Work environment is too toxic, unnecessary pressure, zero understanding of sentimental values. Will treat you as robots. Pathetic",1,AppStore,Vedantu
The app is crashing every time,1,AppStore,Vedantu
I was searching extra questions for math in ch 1 class 6th they have put questions very nice but the answers are not understanding.Teachers to explain every question nicely,2,AppStore,Vedantu
it is hanging a lot on my ios and I can't even hear any thing nor see the teacher,3,AppStore,Vedantu
When I open app its closes quickly,1,AppStore,Vedantu
The app doesn’t work properly.,1,AppStore,Vedantu
Very good app is this.sir are friendly,4,AppStore,Vedantu
"Very nice learning app 
Easy to learn tough concepts 
Superb",5,AppStore,Vedantu
Very bad app,1,AppStore,Vedantu
The app is not working it just doesn’t opens please help regarding this i am using iphone xs,2,AppStore,Vedantu
When open the app and choose a class it is coming white screen . I love vendantu,1,AppStore,Vedantu
I have buy some classes but when I opened my coarse the screen is  disappear . It is showing a  white screen . Even when I am having high speed network . I really like this aap . I love your teaching. So please sort out this problem.,5,AppStore,Vedantu
"This app is best but I m unable to take the free live classes as when I click on the button then a white screen appears , nothing seems to be visible.",3,AppStore,Vedantu
It’s not working in iOS,1,AppStore,Vedantu
It didn’t logging in. my internet connection is so strong,1,AppStore,Vedantu
Pls arrange trivia game in Vedantu app for i phone users also.,1,AppStore,Vedantu
Great 😍🙏🏻,5,AppStore,Vedantu
"I’m very glad to use this app, this is very awesome and mind blowing app I ever use but I have only one problem is that when I open my test section then the test is not available I mean that the test is not completed so plz help me to solve out this problem and for my preparation plz sir🙏🏻🙏🏻🙏🏻",5,AppStore,Vedantu
Pls add quiz in the iOS version,1,AppStore,Vedantu
It is very nice app and with good technology teachers are very good and teaches very well and I love this app and teachers also very much I love the teachers teaching style,5,AppStore,Vedantu
Sir When I try to open any live class then it may show that the session has been ended please fix this issue.,5,AppStore,Vedantu
Ok -3 stars for a big problem That is I can’t listen the teachers in live please check it out.,2,AppStore,Vedantu
Neet made ejje by this app really the way the faculty amit raj sir Kapoor sir damn cool,5,AppStore,Vedantu
Every thing is very good .teachers are master and very very intelligent but please work on app development,5,AppStore,Vedantu
I had not seen a single educational app which is not free . All courses have some amount. And there is some problem I cannot attend a live class,1,AppStore,Vedantu
"When we click on chat or asking questions the app crashes on iOS and also there is no video and audio in the app in iOS 
Teachers are fine but plz fix this audio and video problem don’t download this app",1,AppStore,Vedantu
"The schorlship exam is only in app discounts, very disapointed.",1,AppStore,Vedantu
But talking about the app it is bad design. You fails to find anything on the app. For an example if you want to search for an topic you will find it difficult to find on the app but on youtube its easy to find your content. Developer messed the app completely. Talking about the Vedanta platform - you guys are the best and thank you for that. ❤️,3,AppStore,Vedantu
"In this app 
Once you have created your own profile then there is no option to delete it",1,AppStore,Vedantu
"This is one of the best learning apps I ever had. The teachers are amazing. 
They help clear all the doubts. The tests are cool. There are free live classes.",5,AppStore,Vedantu
"Very dirty apps worst waste thu thu thu😡😡😡😡😡😡😡 

Can’t see sir can’t hear class 😡😡😡😡

Very dirty software really 😡😡😡😡😡😡😡😡😡😡

Very bad 😡😡😡😡😡😡😡😡😡😡😡😡😡😡",1,AppStore,Vedantu
"Dear team Vedantu 
I have known you from YouTube and the classes have been so amazing and easy to learn 

I have tried several times to have access to your app 
But unfortunately the app just ask for my number and otp and then comes out of the app by its own 
I have deleted and reinstalled several times 
And it’s not working 

I would appreciate if you could do something 

Thank you",1,AppStore,Vedantu
Is Vedantu not compatible in mini I pad???,3,AppStore,Vedantu
Everything is great in-app but the interface is of iPhone and it’s stressful to use it like this. Please provide full iPad interface,2,AppStore,Vedantu
Annoying app!! The teachers are speaking in Hindi and I can’t understand anything that they speak!! I couldn’t select my course and my age to learn!! I 100% guarantee you this app is only good in Advertisements and not in real!! Don’t ever ever never ever download this app as it is a such a waste of time if you don’t know basic Hindi!! I request this app to tell the teachers to convey in English!! I don’t have an option to rate 0 stars,1,AppStore,Vedantu
When I started live classes it were good but when I took there subscription it was the worst thing to do . It does not provide you with information just like they promise you while councling session.,1,AppStore,Vedantu
Fuddu app,1,AppStore,Vedantu
Who's idea is this one rupee for once class. I don't know but he is a stupid. Even a begger can pay 1 rupee for a class. Have common sense. By paying 1 rupee I don't become poor and u don't become rich. But unnecessary ly u r wasting our time. Even after paying that 1 rupee. I was not directed to the class I paid for. U wasted my precious time. I will not visit ur site. Again even f u give free classes. Stupid app. Stu0id organisers.,1,AppStore,Vedantu
The worst app,1,AppStore,Vedantu
When I try to open doubt section it doesn’t opened,1,AppStore,Vedantu
App seems to be very buggy while attending live classes. Quite annoying while you are trying to concentrate.,2,AppStore,Vedantu
Worst app of all time. It calls and message a lot which annoys anyone and all it quizzes are preplanned which are always same like spell quest and other even chats are same we cannot chat in this app I hate this app.I didn’t want to rate but had to to send the review,1,AppStore,Vedantu
The app is alright but I am having great problem in dealing with this app on iPad so please program this app in such a way so that it can work on iPad efficiently.,4,AppStore,Vedantu
I download this app twice it takes everything but after that when I open I can’t be open no a good app,1,AppStore,Vedantu
"Whenever I’m clicking on ask a doubt, it takes me back to the previous page of the app. Please look into the issue because it is currently impossible for me to ask doubts due to this issue. I tried uninstalling and reinstalling the app, but no use.",1,AppStore,Vedantu
But please update app for iPad version.....,5,AppStore,Vedantu
No doubts can be asked on this app through iPad. And also some adjustments needs to be for user interface on iPad,4,AppStore,Vedantu
I downloaded this app and saw that there is no audio properly and also all waste chat in the chat box. The screen is also too small for iPad. Don’t download the app.,1,AppStore,Vedantu
"Make a iPad friendly app please... Byju , unacademy and all other online platforms have a iPad friendly app too...

I am a student of your masterclass...",2,AppStore,Vedantu
"This is very awesome and learning app in these Covid free master class 
Secondly,on iOS while watching a session we need to chat and when I go to chat it opens the panel and when the chat is done , the back to screen and cancel session is at same session
Requesting you to fix this error regard ABHIRAM NIMBALKAR  A VEDANTU USER",4,AppStore,Vedantu
please add commerce subjects for class 11,3,AppStore,Vedantu
"Every thing is awesome!!
But only thing that disturbs is Dark mode 

PLEASE BRING DARK MODE",4,AppStore,Vedantu
"This is the best app I’ve ever found for learning all my subjects, mentors here are truly admirable with a sea full of knowledge and this app is just wonderful, I started using this few months ago by the recommendation of one of my friends, it truly changed me ....and everyones perceptive towards me in my class..n now I’m called as a scorer in my class. It’s increasing my knowledge of all the subjects , the study package is complete and is very easy to understand. The doubt clearance service is 24/7 ... truly a revolutionary app .. I would recommend every student  to use this app for their benefits of gaining abundance knowledge and getting great marks in their academics plus the parents who wants their children’s to get a very good marks can opt this wonderful mind blowing app.
#Bevedantubescorer #vedantumakesscorers 
#thanksallmymentors #thanksvedantu",5,AppStore,Vedantu
This was one of the bad app in this app there is too much of voice problem i am requesting you to don’t download this app ok.                       You can download this app for abhishek and rahul sir,5,AppStore,Vedantu
"Amazing & lively teaching 
Very good teachers and mentoring
Enjoy learning through the sessions",5,AppStore,Vedantu
No optimisation for iPad...plzzz guys get the iPad version asap,4,AppStore,Vedantu
Terrific experience .doesnt even work on iPad pl fix that ASAP,1,AppStore,Vedantu
Vedantu is a great learning platform. Sessions are very usefull. Loved it. #amazing,5,AppStore,Vedantu
Bogus app they said it is free of cost but after login every chapters are chargeable,1,AppStore,Vedantu
"Please reply team vedantu 
I just downloaded the app n it’s stuck on the select class or board and no dropdown selection happening",1,AppStore,Vedantu
I don’t want to give even one start so much disappointed with this app whenever I open and try to join the free classroom its coming that session is not active and all that being a student for me it’s really really disappointment,1,AppStore,Vedantu
Thank you Vedantu for creating an IOS version. I was waiting for this app for a long long time.,5,AppStore,Vedantu
Please make it compatible with iPad,4,AppStore,Vedantu
It’s a very nice app.Proud of you all.The teachers and good and friendly.,5,AppStore,Vedantu
Please add doubt solving for ios too.,4,AppStore,Vedantu
I wanted to try out Vedantu app for free to join their course but after downloading the app it shows only solutions and question paper there are no Video for free. a waste of time  .  Unlike BYJU’S there is no free trial,1,AppStore,Vedantu
When I rich to know you better be hat time I can’t click on continue button,1,AppStore,Vedantu
"I don’t Why this Happening ..
But I’m not able to see replay,live etc in Phone IOS App of yours..!!..That Tab is missing in your Application",1,AppStore,Vedantu
There was none of my number of the country I live in,1,AppStore,Vedantu
The page doesn’t scroll up and I’m unable to register also I’m stuck at let’s get to know you better,1,AppStore,Vedantu
"pls resolve this issue
the page doesn’t scroll up and i am unable to register",2,AppStore,Vedantu
Great content! Very helpful,3,AppStore,Vedantu
I am stuck at “Let’s get to know you better “,1,AppStore,Vedantu
"Been waiting for over 5 months now for the iOS app, thank you! I have one issue with the app, and I’m pretty sure it’s a bug. Everytime I switch to another app for a brief moment, I am logged out of my account and I’m forced to log back in each time. This is a little annoying, especially when you’re a full time long term course student who need the assignments, replays, etc. Kindly fix the issue! Thanks Vedantu!",3,AppStore,Vedantu
"I am using app on iPad and it was earlier was not available iOS compatible devices, I contacted Vedantu and they responded very quickly. So, Thank you very much..",5,AppStore,Vedantu
UI feels good but the courses which are offered little bit less. Hope the content with grow with time.,5,AppStore,Vedantu
Whenever we play/pause video using earphone’s button then it switches video to normal playback speed.,3,AppStore,PhysicsWallah
I am umra I bought the architecture creator 2.0 batch there was a assignment of fine arts yesterday but I didn’t receive it and when I logged in my mothers phone the assignment was available then I logged in my ipad and the assignment was still not available there alwys have been issue with this app first I couldn’t download my class after that update this new problem please fox this issue and make sure a new issue doesn’t arise please thank you,1,AppStore,PhysicsWallah
Best app for 11,5,AppStore,PhysicsWallah
Iam not getting xp for  live classes.no updates compared to play store version,5,AppStore,PhysicsWallah
"Even the website is lagging and pdf is not working right 
Please fix the bugs as soon as possible",5,AppStore,PhysicsWallah
Excellent,5,AppStore,PhysicsWallah
"Physics Wallah has completely changed the way I study. The app is well-structured, with clear video lectures, quality notes, and daily practice problems that really help strengthen concepts. The teachers, especially Anurag sir , Ritik sir,Sunil sir,rakshak sir , samridhi ma’am , explain topics in a very simple and relatable way.this app has made top-level coaching affordable and accessible from home. The live classes, and doubt-solving features are great additions too.",5,AppStore,PhysicsWallah
Nice,5,AppStore,PhysicsWallah
in apple device xp not showing pls fix it,5,AppStore,PhysicsWallah
Whenever i try to play an audio file given by teacher in the doubt section it does not play. Please fix it as soon as possible. I have tried everything from my side but nothing seems to work.,1,AppStore,PhysicsWallah
Need more things to fix it like xp point not show,1,AppStore,PhysicsWallah
"Hey PW Team,

I use the PW app on iPad, but many important features are still missing .Even after the latest update, these are not visible or working properly.

Also, please provide proper iOS support for the PW Books App. 

Please look into this seriously and make all promised features available for iPad and iPhone users as well.

Thanks.",4,AppStore,PhysicsWallah
"Hello Pw team,
I am a student of prayas jee 2.0 2026 batch I am facing a problem where i can’t listen to the voice recording of the doubt which i asked in ask doubts feature in video lectures. I have tried multiple time deleting and reinstalling pw app on my ipad & even log out ! log in but nothing tends to work.
Please solve my problem as quickly as possible as i am unable to clears my doubts.

Issue not resolved but on email pw support is saying issue resolved without even getting or asking me.
UPDATE YOUR APP FOR IOS VERSION 
Your regard 
Pw’s sincere student",1,AppStore,PhysicsWallah
"Best interface and simply I would say, if you want to study then PW is one stop solution that too in very affordable price.",5,AppStore,PhysicsWallah
Great sir,5,AppStore,PhysicsWallah
Pw ios app do not has xp leaderboard in it also contains bugs,1,AppStore,PhysicsWallah
Very disgusting app video lectures not streaming properly and if you are going to download old lecture then it would take years to download one lecture. I don’t understand what kind of service you are providing to your students. Really disgusting. If you are going to to call there customer care you couldn’t reach them. Really pathetic totally time and money wasted wastage,1,AppStore,PhysicsWallah
"Ravinder Sir, Sandeep Sir, Subham Sir best teachers",5,AppStore,PhysicsWallah
"My pw app nearly stopped opening on my iPad…I always need to either uninstall or restart my tab…so please look upon the issue. 
Pw is the only place I learn my course and it’s very important for my neet journey.
So please take immediate actions",2,AppStore,PhysicsWallah
the app is not updated as mobile. in ios/ipd the features is much less than mobile . in mobile there is so extra features but in ipad there is no updates and the features are missing,3,AppStore,PhysicsWallah
loved by all students,5,AppStore,PhysicsWallah
Please give the update to add bookmark option in the iPad or iOS version and leaderboard is also not present in iOS version,1,AppStore,PhysicsWallah
Xp and streak is not showing in app,1,AppStore,PhysicsWallah
Best app,5,AppStore,PhysicsWallah
Didn’t get a proper explanation in school but when I joined physics wallah  my all doubts are cleared,5,AppStore,PhysicsWallah
The test section is only showing the ongoing or future test it’s not showing the missed test option . I have the latest version as well,3,AppStore,PhysicsWallah
"Tried to buy the NAYAK 2.0 MPSC batch, but the app shows “Product is under process for payment” and won’t proceed. Tried reinstalling, using website — nothing works. MPSC section is also missing now. Emailed support but got no reply. Please fix this!",1,AppStore,PhysicsWallah
why cant see my XP AND STREAK on ios version plz pw make this avialble for ios also . it is found in ios ….,4,AppStore,PhysicsWallah
This app is not optimised to iPad. I’m finding so many jittering and lags.,2,AppStore,PhysicsWallah
5,5,AppStore,PhysicsWallah
"They believe that they keep on taking classes and classes and selection happens, and give no time to student for self study, they keep classes until January, the month of exam, especially if a teacher named Ashish Agarwal is teaching in your batch , then it will be your worst mistake to purchase that, he believes we have to study only maths, he keeps 3 hour class and gives 5hrs consuming homework, you will have to forget all your friends and family, if he teaches you",1,AppStore,PhysicsWallah
I’m having trouble in paying the fees while trying to get the infinity pro batch,3,AppStore,PhysicsWallah
Very nice faculty,5,AppStore,PhysicsWallah
"I purchased surya 2.0 cgl batch. Few teachers like geography static gk are so worst that they just read out ppt. If reading ppt has to be done. Y do we need classes. I tried reaching to PW team, they dont connect on call, they beat around the bush in computerised msges. I hope Alak sir gets this review. I raised ticket also. Not resolved it. Such a disheartening experience. Current situation is even after purchasing batch i have to study from youtube. Atleast a call facility is expected when a person pays money and comes on your platform. Alak sir y dont u put some attention on these batches rather den being only on NEET n jee, coz ppl come on this platform with your face value . Worst WORST EXPERIENCE. Galiya aari hai mere muu mai .. dimak karab ho raka hai",1,AppStore,PhysicsWallah
In ios test syllabus not showing,4,AppStore,PhysicsWallah
Wonderful,5,AppStore,PhysicsWallah
Best explanation,5,AppStore,PhysicsWallah
"I am always having a problem finding my paid course whenever i log into my app via phone. The UI is so bad that it doesn’t even have a section for whatever course i am enrolled in and literally i always have to wait some time to find my course. Hope it gets into notice.

Thanks",1,AppStore,PhysicsWallah
"add features form pw website like test missed ,the app only shows recommended test",3,AppStore,PhysicsWallah
Not working properly in I pad experience is tooo bad😡,1,AppStore,PhysicsWallah
Please can we have sundays AND saturdays as non class days pls . As a slow learner u feel extremely fatigued and lethargic throughput the week because i dont get enough time to simultaneously study and watch lectures and also because i go to church on sundays which gives me no break throughout the week and i feel completely exhausted,5,AppStore,PhysicsWallah
It just wow !,5,AppStore,PhysicsWallah
App not Working properly need to work on it,2,AppStore,PhysicsWallah
Great,5,AppStore,PhysicsWallah
